Entrez	Chrom	Start	End	GeneSize	CDS_length
54498	20	4120980	4187747	66767	280
54499	1	165724293	165827755	103462	4583
545	3	142449007	142578733	129726	3537
5450	11	111352255	111455630	103375	2875
54502	4	40423267	40630875	207608	4816
54503	11	19117099	19176422	59323	458
54504	7	28995235	29195451	200216	2087
54505	5	55256055	55307694	51639	4664
54507	1	150549369	150560937	11568	4319
54508	5	112419583	112420978	1395	1396
54509	12	121777754	121803403	25649	2435
5451	1	167220876	167427345	206469	13843
54510	4	137518918	137532494	13576	5925
54511	6	55434373	55579197	144824	2449
54512	8	144078648	144080648	2000	606
54514	5	55738017	55817157	79140	2451
54516	6	152987362	153002709	15347	3214
54517	7	105439661	105522271	82610	2436
54518	10	26438341	26568449	130108	2633
5452	19	42086110	42196585	110475	7057
54520	2	117915478	118014133	98655	6833
54521	X	118346073	118449961	103888	4114
54522	10	5861616	5889906	28290	2734
54529	2	189661385	189670831	9446	968
5453	1	38043829	38046793	2964	2965
54531	19	305573	344815	39242	1748
54532	4	119212587	119295518	82931	4233
54534	9	101387633	101398618	10985	3336
54535	6	31142439	31158238	15799	2971
54536	10	92826831	93059493	232662	3678
54537	10	87094161	87191465	97304	969
54538	11	124883691	124898500	14809	4294
54539	X	47142071	47145466	3395	1525
5454	6	98834574	98839458	4884	4885
54540	5	177519789	177554586	34797	651
54541	10	72273919	72276036	2117	1371
54542	9	122844556	122905359	60803	9248
54543	7	22812628	22822849	10221	731
54544	1	152514482	152516008	1526	718
54545	5	32226994	32312987	85993	4966
54546	1	19814029	19815283	1254	1255
54549	17	73334384	73644445	310061	11079
5455	2	104853287	104858574	5287	4401
54550	16	83968244	84002776	34532	1996
54551	15	23643549	23647867	4318	4319
54552	X	54530183	54621521	91338	2479
54553	4	152536260	152539263	3003	3004
54554	3	122411846	122416062	4216	4217
54555	19	18919705	18929189	9484	2438
54556	7	120950763	120977216	26453	3749
54557	5	65665928	65723035	57107	5448
54558	1	48295373	48472208	176835	5003
5456	X	83508290	83512127	3837	3838
54566	9	109171974	109321059	149085	5896
54567	15	40929340	40939073	9733	1439
5457	13	78598362	78603552	5190	4539
54575	2	233636448	233773300	136852	2409
54576	2	233617633	233773300	155667	2409
54577	2	233681901	233773300	91399	2371
54578	2	233691607	233773300	81693	1128
54579	2	233712907	233773300	60393	2431
5458	4	146638893	146642474	3581	3144
54583	1	231363751	231422287	58536	3108
54584	22	19783223	19854939	71716	6642
54585	3	45823316	45916042	92726	4026
54586	9	27284654	27297150	12496	1049
54587	1	1352689	1361777	9088	1171
5459	5	146338839	146341728	2889	2575
54596	1	62194790	62235060	40270	703
546	X	77504880	77786233	281353	11165
5460	6	31164337	31180731	16394	1409
54600	2	233671898	233773300	101402	2371
54602	13	79481155	79556077	74922	4624
54606	7	44565804	44575051	9247	1853
54617	15	40978880	41116280	137400	6365
54619	10	96043394	96060870	17476	2830
5462	8	127322183	127420066	97883	2102
54620	16	30923055	30948783	25728	299
54621	12	118063593	118136026	72433	5009
54622	5	53883942	54310582	426640	3248
54623	19	39385629	39391154	5525	2200
54625	3	122680839	122730840	50001	7694
54626	1	6412418	6424670	12252	1222
54627	1	232805416	232809929	4513	4514
54629	15	58771192	58861900	90708	4866
5463	12	51186936	51218062	31126	5157
5464	10	70202835	70233911	31076	1292
5465	22	46150521	46243755	93234	368
54657	2	233718736	233773300	54564	2431
54658	2	233760270	233773300	13030	2361
54659	2	233729042	233773300	44258	2431
54662	9	128787253	128810430	23177	3855
54663	11	62832342	62841809	9467	371
54664	7	12211270	12243367	32097	1492
54665	1	113761832	113812476	50644	6621
5467	6	35342558	35428191	85633	3734
54674	7	111091006	111125454	34448	3500
54675	20	6006093	6040053	33960	3859
54676	6	43605316	43629264	23948	516
54677	7	87345664	87399794	54130	3205
5468	3	12287368	12434356	146988	2017
54680	1	85649417	85708433	59016	6203
54681	3	48989889	49007153	17264	2268
54682	12	12326056	12350242	24186	5532
5469	17	39404285	39451272	46987	8137
547	2	240713761	240824293	110532	8987
5470	4	75859864	75902571	42707	4163
54700	16	15060033	15094311	34278	3706
54704	8	93857807	93926068	68261	510
54707	1	26876132	26890283	14151	4665
54708	10	92291167	92353964	62797	3922
5471	4	56393362	56435615	42253	3682
54714	8	86553977	86743675	189698	500
54715	16	5239802	7713340	2473538	829
54716	3	45755449	45796574	41125	5425
54718	6	26421391	26432383	10992	2497
54726	4	145110838	145180589	69751	2498
54729	4	1402932	1406442	3510	1347
5473	4	73985966	73988276	2310	1866
54732	5	177592203	177597242	5039	2546
54733	11	107790991	107928293	137302	2769
54734	11	107928448	107963482	35034	1885
54737	13	19633659	19673441	39782	4239
54738	2	218981087	218985184	4097	1406
54739	17	6755447	6775647	20200	818
54741	1	65420587	65436007	15420	492
54742	8	142700111	142705127	5016	2671
54749	7	37920640	37951936	31296	2515
5475	X	18675909	18827921	152012	3204
54751	1	15756607	15786594	29987	611
54752	17	35121615	35130732	9117	1352
54753	7	6615610	6624290	8680	3864
54754	9	94318198	94328644	10446	2559
54756	3	57089982	57170306	80324	8698
54757	17	68535113	68601367	66254	3668
54758	16	87696485	87765992	69507	388
5476	20	45890144	45898949	8805	3056
54760	19	1481428	1490752	9324	2358
54762	3	113828182	113947174	118992	2230
54763	3	123968521	123992178	23657	1614
54764	10	124942123	124988189	46066	5695
54765	11	35662775	35818007	155232	12994
54766	11	111467526	111514367	46841	1018
54768	16	70802084	71230722	428638	21046
54769	9	90609832	90642862	33030	4105
54776	19	55090914	55117637	26723	2997
54777	10	132808392	132942823	134431	8263
54778	15	58865175	59097419	232244	541
5478	7	44796680	44824564	27884	570
54780	10	121957091	121975217	18126	541
54784	7	102456238	102464863	8625	2092
54785	17	8188345	8190180	1835	1836
54788	10	72332830	72355149	22319	4360
5479	15	64155740	64163134	7394	888
54790	4	105145875	105279816	133941	9233
54793	8	25427847	25458476	30629	3367
54795	19	49157741	49211836	54095	594
54796	9	16409503	16870843	461340	12808
54797	1	28329002	28335965	6963	862
54798	4	154231742	154491799	260057	13354
54799	17	51177425	51260163	82738	5365
5480	5	123023250	123036725	13475	1364
54800	3	183635610	183684519	48909	7331
54801	9	19053141	19102904	49763	6323
54802	1	39838110	39883511	45401	5930
54805	10	102918294	103090222	171928	15857
54806	6	135283407	135498434	215027	3558
54807	19	57769655	57819939	50284	2265
54808	18	49036387	49461347	424960	10144
54809	7	93099513	93118023	18510	6754
5481	4	158709127	158723396	14269	1830
54810	1	77979542	78138444	158902	312
54811	19	9641807	9675100	33293	12639
54812	2	64524299	64593005	68706	4102
54813	14	44924324	45042322	117998	6522
54814	19	45692403	45703989	11586	1533
54815	19	19385826	19508932	123106	640
54816	15	56630176	56734086	103910	3528
54819	5	132996985	133026604	29619	2178
54820	16	15643267	15734691	91424	3936
54821	X	72204657	72239027	34370	4344
54822	15	50552473	50686797	134324	830
54823	1	185157080	185291781	134701	3001
54825	5	176542511	176595974	53463	4509
54826	5	103086000	103120138	34138	3325
54827	11	114570591	114595786	25195	1687
54828	17	60677453	61392838	715385	545
54829	9	92456205	92482506	26301	2470
54830	X	107123427	107206433	83006	1755
54831	19	12751702	12758458	6756	2183
548313	X	48402082	48411960	9878	1278
54832	15	61852389	62060473	208084	13403
54834	1	117863485	117929621	66136	8819
54836	9	113349541	113371233	21692	2328
54838	10	102743948	102834516	90568	4129
54839	15	70853239	71053658	200419	6605
54840	9	32886601	33025130	138529	1897
54841	13	102799119	102841533	42414	2033
54842	2	190408355	190509205	100850	517
54843	11	85694224	85811159	116935	4299
54845	8	94641074	94707466	66392	3746
54847	3	113532555	113629714	97159	1645
54848	4	105552620	105708093	155473	1437
54849	16	89948697	89968060	19363	3620
54850	19	9810267	9827816	17549	1736
54851	11	94493979	94499578	5599	573
54852	15	69298912	69407780	108868	5372
54853	5	140664868	140674124	9256	3852
54854	19	48599961	48615076	15115	4112
54855	1	117606048	117628389	22341	5654
54856	1	155749659	155859400	109741	7745
54857	X	70423031	70433390	10359	2438
54858	19	18340598	18369950	29352	769
54859	3	47495640	47513712	18072	1352
548593	16	30193875	30197566	3691	1133
548594	19	54786355	54790318	3963	628
548596	15	43692886	43699222	6336	1779
54860	11	60492778	60507430	14652	914
54861	3	43286512	43424764	138252	2961
54862	19	13906201	13930879	24678	3581
54863	9	137277726	137282641	4915	4171
548645	9	111631334	111654351	23017	2280
54865	1	156594301	156601496	7195	2154
54866	15	40815451	40828709	13258	750
54867	2	27032910	27041694	8784	804
54868	17	74776499	74839753	63254	1781
54869	19	55072020	55087923	15903	2130
54870	3	49029707	49094363	64656	3257
54872	4	499210	540200	40990	1784
54873	1	99646113	99694541	48428	2334
54874	1	93448118	93554661	106543	4227
54875	9	17134982	17503923	368941	2272
54876	4	17800655	17810758	10103	4547
54877	18	62523025	62587709	64684	5937
54878	15	65442463	65517704	75241	8699
54879	1	112523514	112620825	97311	4348
54880	X	40049815	40177329	127514	2230
54881	9	100302077	100352942	50865	3077
54882	5	140401814	140539856	138042	2064
54883	17	38800441	38825355	24914	3067
54884	2	85341955	85354531	12576	3141
54885	X	106802673	106876150	73477	5729
54886	9	101028727	101325135	296408	2477
54887	6	34792083	34877514	85431	9567
54888	5	6599239	6633291	34052	3056
54890	17	18183078	18209954	26876	1605
54891	2	205993721	206086303	92582	14128
54892	7	158631169	158704804	73635	4134
54893	15	30938941	30991628	52687	4985
54894	17	58353676	58417595	63919	3560
54896	1	19312326	19329300	16974	2175
54897	1	10636604	10796650	160046	7934
54898	6	10980759	11044305	63546	3988
54899	3	58332880	58426127	93247	1974
549	9	91213815	91361918	148103	1574
54900	1	203765177	203778175	12998	4809
54901	6	20534457	21232404	697947	3115
54902	17	15999784	16045015	45231	908
54903	17	58205441	58219605	14164	2633
54904	8	38269704	38382272	112568	10768
54905	7	983181	989640	6459	2322
54906	10	5684731	5763779	79048	8625
54908	5	169583636	169604778	21142	711
54910	2	96859718	96870757	11039	3652
54913	15	74954418	74956772	2354	2355
54914	9	20658309	20995955	337646	6096
54915	20	63195429	63216139	20710	3198
54916	14	56488354	56650606	162252	662
54918	3	32481312	32502852	21540	3307
54919	7	726699	786475	59776	3412
54920	16	67987746	68079320	91574	570
54921	16	69118010	69132588	14578	2921
54922	19	48720585	48740610	20025	3199
54923	20	63736283	63739103	2820	451
54925	16	3382081	3401065	18984	2788
54926	9	33817160	33920399	103239	4477
54927	7	132784870	133082090	297220	1604
54928	8	56957931	56993867	35936	7224
54929	19	19119169	19138513	19344	1930
5493	16	4882507	4960741	78234	6251
54930	14	22946228	22957161	10933	1447
54931	3	101561868	101566446	4578	1813
54932	9	137306896	137423211	116315	2176
54933	1	38885807	38941830	56023	2129
54934	12	48653211	48682238	29027	2373
54935	1	159780932	159782543	1611	729
54936	1	36088892	36093932	5040	1651
54937	13	36168217	36214588	46371	2125
54938	19	38915266	38930763	15497	690
54939	15	75336020	75343224	7204	677
5494	14	60245752	60299087	53335	1713
54940	4	48805212	48861817	56605	552
54941	18	32018825	32088144	69319	5573
54942	9	108934400	108950744	16344	1901
54943	21	33488055	33491716	3661	1485
54946	3	126006357	126101561	95204	2182
54947	16	55509072	55586666	77594	5313
54948	11	59806140	59810778	4638	1083
54949	11	61430042	61446839	16797	1077
5495	2	44167969	44244384	76415	2084
54951	4	47450787	47463702	12915	1461
54952	1	28553085	28578545	25460	1799
54953	1	186375838	186421378	45540	1900
54954	X	54068324	54183281	114957	8056
54955	1	37681570	37692249	10679	2355
54956	15	65234460	65300618	66158	678
54957	16	72084857	72094431	9574	2521
54958	19	47045909	47048624	2715	655
54959	4	70195725	70204576	8851	1355
5496	2	27381195	27409591	28396	3752
54960	X	14002474	14029893	27419	1733
54961	11	67303478	67312607	9129	2990
54962	15	66336191	66386746	50555	1728
54963	20	63939829	63956416	16587	1838
54964	1	151047751	151051986	4235	2085
54965	3	196639775	196736007	96232	744
54967	X	135156540	135171398	14858	1441
54968	8	73972437	73982783	10346	479
54969	4	169729470	169757944	28474	1216
54970	11	113314579	113383544	68965	669
54971	16	87949244	88077318	128074	802
54972	11	60924460	60937159	12699	3498
54973	1	1311585	1324687	13102	2369
54974	5	157731420	157741449	10029	2885
54976	20	3753508	3767781	14273	933
54977	3	39383370	39397351	13981	2101
54978	2	26764284	26781231	16947	3738
54979	11	63552770	63563379	10609	738
5498	1	161166056	161178013	11957	565
54980	2	70149885	70248615	98730	2524
54981	9	75060573	75088217	27644	2050
54982	15	68206992	68257211	50219	2228
54985	16	3022625	3024286	1661	656
54986	3	41246599	41962130	715531	1028
54987	1	53214099	53220634	6535	1102
54988	16	20409534	20441336	31802	1130
54989	15	34978341	34988287	9946	5439
5499	11	67398181	67421183	23002	1478
54991	1	1081818	1116361	34543	2429
54993	15	84600986	84627796	26810	579
54994	20	62938147	62948475	10328	4369
54995	3	25782917	25794534	11617	410
54996	1	220748225	220784815	36590	758
54997	12	117038923	117099479	60556	989
54998	1	1373730	1375207	1477	1072
55	3	132317369	132368302	50933	584
550	2	74526645	74529760	3115	1581
5500	2	28751640	28802940	51300	4430
55000	22	30969245	30979395	10150	375
55001	1	54779712	54801323	21611	3401
55002	13	113491021	113554590	63569	3058
55003	6	10694972	10709782	14810	1523
55004	11	72085895	72103297	17402	965
55005	6	151398898	151452158	53260	2343
55006	2	28849821	28870309	20488	685
55007	22	45308968	45341955	32987	711
55008	4	88378739	88443097	64358	3781
55009	19	1275530	1279244	3714	870
5501	12	110719680	110742939	23259	2552
55010	12	102120183	102197520	77337	2452
55011	19	49446298	49453497	7199	424
55012	14	35085467	35122517	37050	1402
55013	4	109560209	109688719	128510	2230
55014	9	99906654	99974534	67880	6885
55015	14	45084107	45116282	32175	582
55016	4	163524298	164384050	859752	5877
55017	14	23095505	23100456	4951	2914
55018	17	50761029	50767557	6528	2763
5502	12	54575387	54588659	13272	2491
55020	22	46267961	46294008	26047	630
55022	2	228850526	229271287	420761	479
55023	6	78934419	79078287	143868	11926
55024	4	101411286	102074812	663526	512
55026	X	120258650	120311556	52906	3394
55027	16	50065967	50107272	41305	4043
55028	17	73232233	73248959	16726	2163
55030	14	55271344	55370053	98709	3184
55031	11	11841423	11961887	120464	7775
55032	3	112561709	112585579	23870	575
55033	7	30010587	30026702	16115	4978
55034	18	36187497	36272157	84660	6182
55035	9	92297358	92325636	28278	4075
55036	17	80036632	80100613	63981	3544
55037	2	86106223	86142157	35934	522
55038	14	105009573	105021083	11510	2448
55039	8	124450820	124462150	11330	2207
5504	3	195514428	195543386	28958	3386
55040	17	50532682	50543750	11068	804
55041	2	131104847	131353709	248862	2277
55048	11	61130257	61161615	31358	2673
55049	19	18588685	18592337	3652	1792
55051	14	90267860	90331969	64109	14008
55052	1	1401909	1407293	5384	700
55054	2	233210051	233295674	85623	589
55055	15	66504959	66550130	45171	2206
55056	15	50348936	50354861	5925	5926
55057	1	26321698	26360080	38382	6259
5506	7	113876777	114075920	199143	4328
55061	1	223220819	223364233	143414	3480
55062	17	68420948	68457513	36565	624
55063	7	100400826	100428992	28166	666
550631	22	30356635	30378673	22038	1759
55064	9	4553386	4666674	113288	2437
550643	X	56729241	56819179	89938	896
55065	17	5032600	5052009	19409	2992
55066	16	70114332	70162537	48205	8549
55068	13	43213130	43786972	573842	3397
55069	7	66921225	66958551	37326	4229
5507	10	91628442	91633071	4629	2541
55070	15	88494440	88546681	52241	2722
55071	9	74946583	74952912	6329	2351
55072	14	24146683	24160660	13977	550
55074	8	106270144	106752694	482550	1318
55075	15	70654554	70763558	109004	6904
55076	3	100492619	100577444	84825	1567
55079	3	62369681	62374324	4643	2001
55080	12	6451690	6466517	14827	1611
55081	3	108160812	108222435	61623	3057
55082	13	106541673	106568137	26464	3363
55083	1	245154985	245709432	554447	13593
55084	6	107490106	107661306	171200	6225
55086	X	106611930	106679439	67509	3852
55088	10	114120862	114174232	53370	7228
55089	12	46764761	46832408	67647	3983
5509	20	59936663	59940305	3642	3643
55090	17	17476994	17493221	16227	565
55092	1	15152532	15220478	67946	1843
55093	8	123416726	123470028	53302	1519
55094	19	33080899	33130542	49643	1584
55095	19	39342421	39385710	43289	4680
55096	3	73061659	73063337	1678	1679
551	20	3082556	3084724	2168	619
5510	2	241149576	241183652	34076	976
55100	5	37379285	37753435	374150	1526
55101	19	41431318	41440717	9399	1454
55102	14	96279195	96363341	84146	13162
55103	1	178725165	178921842	196677	1970
55105	1	217426992	217631090	204098	5859
55106	17	35409465	35433475	24010	3748
55107	11	69985907	70189530	203623	4878
55108	1	32364633	32394731	30098	3309
55109	5	77029251	77065234	35983	552
5511	1	27830782	27851676	20894	2340
55110	12	10604190	10613609	9419	2489
55111	19	2230084	2237704	7620	937
55112	7	158856558	158956747	100189	3789
55113	1	27959588	27968093	8505	2048
55114	16	24919389	25015666	96277	1616
55116	1	32072031	32102866	30835	2087
55117	12	84859491	84913629	54138	4799
55118	10	97865000	98030828	165828	2179
55119	1	108692310	108702928	10618	4831
55120	2	58159243	58241410	82167	4109
55122	6	87674860	87702233	27373	1898
55124	8	22275316	22357568	82252	5114
55125	18	12991362	13125052	133690	3793
55127	1	236549005	236604516	55511	8459
55128	11	4598672	4608231	9559	3324
55129	3	43354859	43691594	336735	570
